n,k,upper,lower,match,ell,m,minimizer,candidates
29,26,108143166812421621940773842002901262687336,108143166812421621940773842002901262687336,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 56790929299374953788505290020718879640, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 56790929299374953788505290020718879850}",287
29,27,323042621101728836907091969402325675777595,323042621101728836907091969402325675777595,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 215288827445697385182011319034596075792, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 215288827445697385182011319034596076002}",287
29,28,927300496075279300448148681947071080492718,927300496075279300448148681947071080492718,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 774151095815195703887709147137882263890, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 774151095815195703887709147137882264100}",287
30,3,205891131676880,205891131676880,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 417769, ""isolated"": 0, ""period_bound"": 17, ""proper_colorings"": 417786}",309
30,4,1152921497643129465,1152921497643129465,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 6963717511, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 6963717732}",309
30,5,931322561895193196626,931322561895193196626,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 12720285318999, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 12720285319220}",309
30,6,221073913431748210443527,221073913431748210443527,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 6288985147456249, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 6288985147456470}",309
30,7,22539338938269088369380048,22539338938269088369380048,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 1352423169718483201, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 1352423169718483422}",309
30,8,1237939888699932283072178389,1237939888699932283072178389,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 150585447991826945835, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 150585447991826946056}",309
30,9,42391148108457146857434714470,42391148108457146857434714470,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 10166759056656859718731, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 10166759056656859718952}",309
30,10,999999541407616466588685204531,999999541407616466588685204531,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 458592383533411314795469, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 458592383533411314795690}",309
30,11,17449387435491715818951158543332,17449387435491715818951158543332,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 14833394691499607645210469, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 14833394691499607645210690}",309
30,12,237375951202812698693827210813553,237375951202812698693827210813553,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 362596957107635123080617871, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 362596957107635123080618092}",309
30,13,2619988669817574751780445403722394,2619988669817574751780445403722394,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 6973832370208600106029110655, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 6973832370208600106029110876}",309
30,14,24201323421598979094403823777367775,24201323421598979094403823777367775,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 108933885616327537213466458401, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 108933885616327537213466458622}",309
30,15,191749641495627705257532254515886936,191749641495627705257532254515886936,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 1417737256381410959109009503689, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 1417737256381410959109009503910}",309
30,16,1329212296709755566976506991297586637,1329212296709755566976506991297586637,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 15699075160305927300068982757939, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 15699075160305927300068982758160}",309
30,17,8193315208588001197804450647480232558,8193315208588001197804450647480232558,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 150517226764358749550381311986291, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 150517226764358749550381311986512}",309
30,18,45515891540191453713720519461443913099,45515891540191453713720519461443913099,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 1268067711886642073195316843985525, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 1268067711886642073195316843985746}",309
30,19,230457111403455926005308124914921406380,230457111403455926005308124914921406380,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 9506493739289040201394491011887021, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 9506493739289040201394491011887242}",309
30,20,1073677710918892855223946015617370516841,1073677710918892855223946015617370516841,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 64113081107144776053984382629483159, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 64113081107144776053984382629483380}",309
30,21,4640257613132855831407434675502527385442,4640257613132855831407434675502527385442,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 392675984308269112616658063509269159, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 392675984308269112616658063509269380}",309
30,22,18733950659423425873910547581803386747063,18733950659423425873910547581803386747063,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 2202360480403569125731412060945925961, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 2202360480403569125731412060945926182}",309
30,23,71082954477519006564500724037636570609504,71082954477519006564500724037636570609504,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 11394313632356459888830248784426188945, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 11394313632356459888830248784426189166}",309
30,24,254826142714884165956662047393104301497285,254826142714884165956662047393104301497285,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 54733438877036671111782533804475180091, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 54733438877036671111782533804475180312}",309
30,25,867116214189318308111918624899771597152246,867116214189318308111918624899771597152246,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 245523799085239094043615796181771988379, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 245523799085239094043615796181771988600}",309
30,26,2812165051359605634887925163388554204651747,2812165051359605634887925163388554204651747,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 1033849925140284370695866227417316089629, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 1033849925140284370695866227417316089850}",309
30,27,8723858108295988850352744203889649757262068,8723858108295988850352744203889649757262068,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 4105459791723575538653275587077582779381, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 4105459791723575538653275587077582779602}",309
30,28,25970650952638318974386186119018177528800609,25970650952638318974386186119018177528800609,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 15439168152326917870832831619673428384415, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 15439168152326917870832831619673428384636}",309
30,29,74407705190361034196115786233523471319032490,74407705190361034196115786233523471319032490,1,13,17,"{""a"": 13, ""b"": 17, ""case"": ""bipartite"", ""d"": 1, ""gap"": 55193251314088706177231993675996348988111, ""isolated"": 0, ""period_bound"": 221, ""proper_colorings"": 55193251314088706177231993675996348988332}",309
